invoice_number,release_date,business_partner_code,seller_code,invoice_value,item_quantity,item_code
6961,2023-12-15,C000627,73,0.0,42,MO.HFps.100
6961,2023-12-15,C000627,73,85636.04,25,101112
6961,2023-12-15,C000627,73,0.0,24,CM01.000018
6962,2023-12-15,C000188,23,1510.66,1,900201
6963,2023-12-15,C000150,26,0.0,113,CM01.000018
6963,2023-12-15,C000150,26,0.0,107,CM01.000372
6963,2023-12-15,C000150,26,0.0,123,MO.HFp.100
6963,2023-12-15,C000150,26,106488.36,117,101110
6964,2023-12-15,C000970,26,0.0,9,MO.HFps.100
6964,2023-12-15,C000970,26,38528.82,17,101112
6964,2023-12-15,C000970,26,7492.39,13,060401
6964,2023-12-15,C000970,26,0.0,30,CM01.000018
6964,2023-12-15,C000970,26,0.0,24,CM01.000372
6968,2023-12-15,C000585,6,44049.84,20,101100
6968,2023-12-15,C000585,6,0.0,22,MO.TcAs.100
6968,2023-12-15,C000585,6,7720.29,1,060401
6969,2023-12-15,C000327,6,0.0,12,MO.HFp.100
6969,2023-12-15,C000327,6,38096.22,9,101110
6969,2023-12-15,C000327,6,0.0,8,CM01.000372
6969,2023-12-15,C000327,6,0.0,6,CM01.000018
6970,2023-12-18,C000188,23,0.0,241,MO.HFp.100
6970,2023-12-18,C000188,23,0.0,232,CM01.000372
6970,2023-12-18,C000188,23,444699.68,228,101110
6970,2023-12-18,C000188,23,0.0,235,CM01.000018
6971,2023-12-18,C000624,6,3213.17,1,060401
6972,2023-12-18,C000547,6,5873.87,1,060401
6973,2023-12-18,C000547,7,0.0,4,MO.HFp.100
6973,2023-12-18,C000547,7,0.0,9,CM01.000372
6973,2023-12-18,C000547,7,12012.58,1,101110
6973,2023-12-18,C000547,7,0.0,2,CM01.000018
6974,2023-12-18,C000939,59,4154.46,9,101101
6974,2023-12-18,C000939,59,0.0,6,MO.TcAg.100
6975,2023-12-18,C000702,75,0.0,12,CM01.000372
6975,2023-12-18,C000702,75,37336.15,7,101110
6975,2023-12-18,C000702,75,0.0,4,CM01.000018
6975,2023-12-18,C000702,75,0.0,26,MO.HFp.100
6976,2023-12-18,C000730,73,4354.85,3,101112
6976,2023-12-18,C000730,73,0.0,3,MO.HFps.100
6976,2023-12-18,C000730,73,0.0,1,CM01.000018
6976,2023-12-18,C000730,73,0.0,8,CM01.000372
6977,2023-12-18,C000947,7,0.0,6,MO.TcAs.100
6977,2023-12-18,C000947,7,5466.01,5,101100
6977,2023-12-18,C000947,7,0.0,14,CM01.000018
6977,2023-12-18,C000947,7,0.0,11,CM01.000372
6977,2023-12-18,C000947,7,9221.63,13,101110
6977,2023-12-18,C000947,7,0.0,16,MO.HFp.100
6980,2023-12-18,C000835,6,0.0,4,CM01.000372
6980,2023-12-18,C000835,6,0.0,10,MO.HFp.100
6980,2023-12-18,C000835,6,0.0,18,CM01.000018
6980,2023-12-18,C000835,6,28524.66,24,101110
6983,2023-12-18,C000440,61,7239.41,1,060401
6983,2023-12-18,C000440,61,20183.97,30,101110
6983,2023-12-18,C000440,61,0.0,23,MO.HFp.100
6983,2023-12-18,C000440,61,0.0,9,CM01.000018
6983,2023-12-18,C000440,61,0.0,12,CM01.000372
6985,2023-12-19,C000723,7,6652.03,1,060401
6988,2023-12-19,C000496,26,0.0,21,MO.HFps.100
6988,2023-12-19,C000496,26,0.0,22,CM01.000372
6988,2023-12-19,C000496,26,35713.8,20,101112
6988,2023-12-19,C000496,26,0.0,16,CM01.000018
6989,2023-12-19,C000864,26,0.0,1,MO.HFp.100
6989,2023-12-19,C000864,26,0.0,1,CM01.000018
6989,2023-12-19,C000864,26,0.0,7,CM01.000372
6989,2023-12-19,C000864,26,5548.82,2,101110
6990,2023-12-19,C000502,5,0.0,14,MO.HFps.100
6990,2023-12-19,C000502,5,0.0,19,CM01.000372
6990,2023-12-19,C000502,5,0.0,21,MO.TcAs.100
6990,2023-12-19,C000502,5,0.0,17,CM01.000018
6990,2023-12-19,C000502,5,8735.07,1,060401
6990,2023-12-19,C000502,5,17495.42,19,101112
6990,2023-12-19,C000502,5,12892.07,27,101100
6999,2023-12-19,C000884,74,0.0,44,CM01.000018
6999,2023-12-19,C000884,74,0.0,45,CM01.000372
6999,2023-12-19,C000884,74,65527.21,63,101110
6999,2023-12-19,C000884,74,0.0,46,MO.HFp.100
7001,2023-12-19,C000882,74,158144.9,62,101110
7001,2023-12-19,C000882,74,0.0,52,CM01.000018
7001,2023-12-19,C000882,74,0.0,66,MO.HFp.100
7001,2023-12-19,C000882,74,0.0,61,CM01.000372
7002,2023-12-19,C000293,5,0.0,121,CM01.000372
7002,2023-12-19,C000293,5,0.0,132,CM01.000018
7002,2023-12-19,C000293,5,85268.47,111,101112
7002,2023-12-19,C000293,5,330.38,32,EQ04.000055
7002,2023-12-19,C000293,5,2010.6,9,CM05.000033
7002,2023-12-19,C000293,5,865.2,1,EQ02.000653
7002,2023-12-19,C000293,5,0.0,126,MO.HFps.100
7003,2023-12-19,C000885,74,0.0,90,CM01.000018
7003,2023-12-19,C000885,74,0.0,103,MO.HFp.100
7003,2023-12-19,C000885,74,173514.98,84,101110
7003,2023-12-19,C000885,74,0.0,83,CM01.000372
7004,2023-12-19,C000881,26,0.0,50,MO.HFp.100
7004,2023-12-19,C000881,26,0.0,34,CM01.000372
7004,2023-12-19,C000881,26,0.0,45,CM01.000018
7004,2023-12-19,C000881,26,62838.4,45,101110
7005,2023-12-19,C000883,74,0.0,23,MO.HFp.100
7005,2023-12-19,C000883,74,0.0,25,CM01.000372
7005,2023-12-19,C000883,74,58265.08,24,101110
7005,2023-12-19,C000883,74,0.0,25,CM01.000018
7006,2023-12-19,C000574,6,0.0,40,MO.K2.210
7006,2023-12-19,C000574,6,0.0,40,CM01.000372
7006,2023-12-19,C000574,6,0.0,38,CM01.000018
7006,2023-12-19,C000574,6,54703.59,39,010232
7007,2023-12-19,C000547,6,0.0,18,CM01.000018
7007,2023-12-19,C000547,6,4323.76,7,101110
7007,2023-12-19,C000547,6,0.0,12,MO.HFp.100
7007,2023-12-19,C000547,6,0.0,20,CM01.000372
7008,2023-12-19,C000293,5,14162.04,2,060401-EX
7010,2023-12-20,C000195,61,711.44,1,CM05.000033
7010,2023-12-20,C000195,61,49.56,1,EQ04.000065
7010,2023-12-20,C000195,61,538.05,1,EQ02.000653
7011,2023-12-20,C000905,23,0.0,3,MO.HFp.100
7011,2023-12-20,C000905,23,0.0,11,CM01.000372
7011,2023-12-20,C000905,23,0.0,7,CM01.000018
7011,2023-12-20,C000905,23,675.4,1,101110
7015,2023-12-20,C000809,43,2621.66,105,EQ04.000055
7015,2023-12-20,C000809,43,12643.71,52,CM05.000033
7015,2023-12-20,C000809,43,5120.94,1,EQ02.000653
7016,2023-12-20,C000763,5,19243.02,2,060401
7016,2023-12-20,C000763,5,7420.54,1,060401
7016,2023-12-20,C000763,5,53352.27,1,060401-EX
7016,2023-12-20,C000763,5,5181.01,7,060401
7017,2023-12-20,C000972,5,121936.44,80,101112
7017,2023-12-20,C000972,5,0.0,72,CM01.000372
7017,2023-12-20,C000972,5,1386.58,13,CM05.000033
7017,2023-12-20,C000972,5,5369.36,2,060401
7017,2023-12-20,C000972,5,79.08,13,EQ04.000055
7017,2023-12-20,C000972,5,792.92,10,EQ02.000653
7017,2023-12-20,C000972,5,0.0,89,CM01.000018
7017,2023-12-20,C000972,5,0.0,73,MO.HFps.100
7018,2023-12-21,C000765,26,4772.72,7,060401
7018,2023-12-21,C000765,26,0.0,25,MO.HFps.100
7018,2023-12-21,C000765,26,0.0,34,CM01.000018
7018,2023-12-21,C000765,26,0.0,20,CM01.000372
7018,2023-12-21,C000765,26,78412.34,36,101112
7019,2023-12-21,C000766,26,0.0,23,CM01.000372
7019,2023-12-21,C000766,26,7250.66,3,060401
7019,2023-12-21,C000766,26,0.0,35,MO.HFps.100
7019,2023-12-21,C000766,26,75102.63,34,101112
7019,2023-12-21,C000766,26,0.0,26,CM01.000018
7021,2023-12-21,C000971,74,3256.9,1,060401
7021,2023-12-21,C000971,74,78.14,13,CM05.000033
7021,2023-12-21,C000971,74,4687.17,5,101101
7021,2023-12-21,C000971,74,0.0,4,MO.TcAg.100
7022,2023-12-21,C000316,73,0.0,4,CM01.000372
7022,2023-12-21,C000316,73,0.0,1,CM01.000018
7022,2023-12-21,C000316,73,7694.65,1,101110
7022,2023-12-21,C000316,73,0.0,1,MO.HFp.100
7035,2023-12-21,C000673,74,2048.42,2,060401
7036,2023-12-21,C000900,48,70.38,11,CM05.000033
7037,2023-12-21,C000900,48,96.95,1,CM05.000033
7038,2023-12-21,C000900,48,363.85,1,CM05.000033
7039,2023-12-21,C000900,48,158.76,6,CM05.000033
7042,2023-12-22,C000397,6,0.0,50,CM01.000018
7042,2023-12-22,C000397,6,17529.64,1,060401
7042,2023-12-22,C000397,6,0.0,51,CM01.000372
7042,2023-12-22,C000397,6,0.0,38,MO.HFp.100
7042,2023-12-22,C000397,6,127313.98,48,101110
7042,2023-12-22,C000397,6,15001.19,16,101100
7042,2023-12-22,C000397,6,0.0,3,MO.TcAs.100
7043,2023-12-22,C000397,6,0.0,26,CM01.000372
7043,2023-12-22,C000397,6,0.0,1,MO.TcAs.100
7043,2023-12-22,C000397,6,0.0,40,MO.HFp.100
7043,2023-12-22,C000397,6,7640.19,14,101100
7043,2023-12-22,C000397,6,95623.62,30,101110
7043,2023-12-22,C000397,6,0.0,42,CM01.000018
7044,2023-12-22,C000004,6,0.0,991,CM01.000372
7044,2023-12-22,C000004,6,0.0,992,MO.HFp.100
7044,2023-12-22,C000004,6,901615.44,996,101110
7044,2023-12-22,C000004,6,0.0,999,CM01.000018
7048,2023-12-26,C000900,48,0.0,28,MO.HFp.100
7048,2023-12-26,C000900,48,0.0,1,CM05.000033
7048,2023-12-26,C000900,48,0.0,1,EQ04.000065
7048,2023-12-26,C000900,48,33696.73,19,101110
7049,2023-12-26,C000900,48,0.0,14,MO.HFp.100
7049,2023-12-26,C000900,48,0.0,1,CM05.000033
7049,2023-12-26,C000900,48,0.0,1,EQ04.000065
7049,2023-12-26,C000900,48,20398.35,26,101110
7050,2023-12-26,C000198,6,4667.0,1,101100
7050,2023-12-26,C000198,6,0.0,14,MO.TcAs.100
7051,2023-12-26,C000900,48,12147.0,21,101110
7051,2023-12-26,C000900,48,0.0,18,MO.HFp.100
7051,2023-12-26,C000900,48,0.0,1,CM05.000033
7051,2023-12-26,C000900,48,0.0,14,EQ04.000065
7055,2023-12-26,C000547,6,17855.79,20,101110
7055,2023-12-26,C000547,6,0.0,17,CM01.000372
7055,2023-12-26,C000547,6,0.0,5,MO.HFp.100
7055,2023-12-26,C000547,6,0.0,16,CM01.000018
7056,2023-12-26,C000640,75,0.0,29,CM01.000018
7056,2023-12-26,C000640,75,0.0,19,MO.HFps.100
7056,2023-12-26,C000640,75,0.0,32,CM01.000372
7056,2023-12-26,C000640,75,64577.99,24,101112
7057,2023-12-26,C000973,43,3840.59,9,060401
7057,2023-12-26,C000973,43,37033.19,21,101110
7057,2023-12-26,C000973,43,0.0,26,CM01.000372
7057,2023-12-26,C000973,43,0.0,9,CM01.000018
7057,2023-12-26,C000973,43,0.0,8,MO.HFp.100
7058,2023-12-26,C000809,43,0.0,103,CM01.000372
7058,2023-12-26,C000809,43,0.0,109,CM01.000018
7058,2023-12-26,C000809,43,14433.13,17,060401
7058,2023-12-26,C000809,43,32938.32,46,101101
7058,2023-12-26,C000809,43,57030.28,58,101100
7058,2023-12-26,C000809,43,0.0,90,MO.HFp.100
7058,2023-12-26,C000809,43,0.0,42,MO.TcAs.100
7058,2023-12-26,C000809,43,0.0,44,MO.TcAg.100
7058,2023-12-26,C000809,43,197775.55,110,101110
7059,2023-12-26,C000750,71,0.0,12,EQ04.000065
7059,2023-12-26,C000750,71,9093.1,1,060401
7059,2023-12-26,C000750,71,19064.06,32,101100
7059,2023-12-26,C000750,71,9505.26,53,101101
7059,2023-12-26,C000750,71,0.0,34,MO.TcAs.100
7059,2023-12-26,C000750,71,0.0,1,CM05.000033
7059,2023-12-26,C000750,71,0.0,1,CM05.000033
7059,2023-12-26,C000750,71,0.0,49,MO.TcAg.100
7059,2023-12-26,C000750,71,0.0,16,EQ04.000065
7061,2023-12-27,C000353,75,0.0,13,MO.HFp.100
7061,2023-12-27,C000353,75,1891.97,8,101110
7061,2023-12-27,C000353,75,0.0,1,CM01.000018
7061,2023-12-27,C000353,75,0.0,1,CM01.000372
7062,2023-12-27,C000931,74,0.0,1,CM01.000372
7062,2023-12-27,C000931,74,0.0,11,CM01.000018
7062,2023-12-27,C000931,74,0.0,1,MO.HFp.100
7062,2023-12-27,C000931,74,7589.01,1,101110
7063,2023-12-27,C000745,72,0.0,15,MO.TcAg.100
7063,2023-12-27,C000745,72,4198.43,9,101101
7064,2023-12-27,C000624,6,28805.41,1,101110
7064,2023-12-27,C000624,6,0.0,1,CM01.000372
7064,2023-12-27,C000624,6,0.0,21,MO.HFp.100
7064,2023-12-27,C000624,6,0.0,10,CM01.000018
7071,2023-12-27,C000865,5,59302.68,35,101112
7071,2023-12-27,C000865,5,0.0,27,MO.HFps.100
7071,2023-12-27,C000865,5,0.0,20,CM01.000372
7071,2023-12-27,C000865,5,0.0,39,CM01.000018
7075,2023-12-28,C000170,73,0.0,10,CM01.000018
7075,2023-12-28,C000170,73,0.0,13,CM01.000372
7075,2023-12-28,C000170,73,0.0,13,CM01.000372
7075,2023-12-28,C000170,73,0.0,4,MO.HFp.100
7075,2023-12-28,C000170,73,35513.0,11,101110
7075,2023-12-28,C000170,73,6769.47,9,101110
7075,2023-12-28,C000170,73,0.0,22,MO.HFp.100
7075,2023-12-28,C000170,73,0.0,26,CM01.000018
7076,2023-12-28,C000170,73,14961.87,6,101110
7076,2023-12-28,C000170,73,0.0,5,CM01.000372
7076,2023-12-28,C000170,73,0.0,2,CM01.000018
7076,2023-12-28,C000170,73,0.0,6,MO.HFp.100
7077,2023-12-28,C000547,6,0.0,1,CM01.000372
7077,2023-12-28,C000547,6,0.0,2,MO.HFp.100
7077,2023-12-28,C000547,6,13164.12,12,101110
7077,2023-12-28,C000547,6,0.0,7,CM01.000018
7078,2023-12-28,C000934,5,0.0,403,MO.TcAg.100
7078,2023-12-28,C000934,5,133494.87,406,101101
7080,2023-12-28,C000389,6,0.0,6,MO.TcAg.100
7080,2023-12-28,C000389,6,4321.63,10,101101
7081,2023-12-28,C000009,23,784.88,8,060401
7082,2023-12-28,C000886,5,4376.41,1,060401
7083,2023-12-28,C000273,6,0.0,27,CM01.000372
7083,2023-12-28,C000273,6,0.0,24,MO.HFp.100
7083,2023-12-28,C000273,6,19318.87,21,101110
7083,2023-12-28,C000273,6,0.0,14,CM01.000018
7085,2023-12-28,C000900,48,15377.95,13,101110
7085,2023-12-28,C000900,48,0.0,1,EQ04.000065
7085,2023-12-28,C000900,48,0.0,1,CM05.000033
7085,2023-12-28,C000900,48,0.0,12,MO.HFp.100
7086,2023-12-28,C000900,48,0.0,36,MO.HFp.100
7086,2023-12-28,C000900,48,0.0,1,CM05.000033
7086,2023-12-28,C000900,48,0.0,1,EQ04.000065
7086,2023-12-28,C000900,48,25335.42,12,101110
7087,2023-12-28,C000150,26,0.0,73,CM01.000372
7087,2023-12-28,C000150,26,49751.88,62,101110
7087,2023-12-28,C000150,26,0.0,58,MO.HFp.100
7087,2023-12-28,C000150,26,0.0,61,CM01.000018
7088,2023-12-28,C000102,61,4720.55,28,CM05.000033
7089,2023-12-28,C000900,48,144.69,13,CM05.000033
7090,2023-12-28,C000900,48,364.44,3,CM05.000033
7091,2023-12-28,C000198,6,3833.31,8,101100
7091,2023-12-28,C000198,6,0.0,11,MO.TcAs.100
7097,2024-01-08,C000009,23,6099.74,10,101110
7097,2024-01-08,C000009,23,0.0,14,CM01.000372
7097,2024-01-08,C000009,23,0.0,16,MO.HFp.100
7097,2024-01-08,C000009,23,0.0,9,CM01.000018
7098,2024-01-08,C000009,23,0.0,5,CM01.000018
7098,2024-01-08,C000009,23,0.0,1,CM01.000372
7098,2024-01-08,C000009,23,0.0,14,MO.HFp.100
7098,2024-01-08,C000009,23,2659.2,14,101110
7099,2024-01-08,C000273,6,0.0,1,CM01.000018
7099,2024-01-08,C000273,6,2343.1,1,101110
7099,2024-01-08,C000273,6,0.0,5,CM01.000372
7099,2024-01-08,C000273,6,0.0,1,MO.HFp.100
7100,2024-01-08,C000273,6,0.0,7,CM01.000018
7100,2024-01-08,C000273,6,0.0,1,MO.HFp.100
7100,2024-01-08,C000273,6,1175.24,1,101110
7100,2024-01-08,C000273,6,0.0,13,CM01.000372
7101,2024-01-08,C000273,6,0.0,1,CM01.000018
7101,2024-01-08,C000273,6,0.0,4,CM01.000372
7101,2024-01-08,C000273,6,1953.13,2,101110
7101,2024-01-08,C000273,6,0.0,7,MO.HFp.100
7102,2024-01-08,C000152,61,0.0,34,CM01.000018
7102,2024-01-08,C000152,61,50553.24,23,101112
7102,2024-01-08,C000152,61,0.0,23,MO.HFps.100
7102,2024-01-08,C000152,61,0.0,34,CM01.000372
7103,2024-01-08,C000273,6,0.0,8,CM01.000372
7103,2024-01-08,C000273,6,0.0,15,CM01.000018
7103,2024-01-08,C000273,6,18207.9,23,101110
7103,2024-01-08,C000273,6,0.0,18,MO.HFp.100
7104,2024-01-08,C000466,75,0.0,108,MO.HFp.100
7104,2024-01-08,C000466,75,0.0,8,CM05.000033
7104,2024-01-08,C000466,75,0.0,18,EQ04.000065
7104,2024-01-08,C000466,75,135847.09,111,101110
7105,2024-01-08,C000257,61,9091.67,47,CM05.000033
7106,2024-01-08,C000188,23,11226.79,37,101101
7106,2024-01-08,C000188,23,0.0,26,MO.TcAg.100
7107,2024-01-08,C000273,6,0.0,66,MO.HFp.100
7107,2024-01-08,C000273,6,0.0,67,CM01.000372
7107,2024-01-08,C000273,6,73049.31,72,101110
7107,2024-01-08,C000273,6,0.0,52,CM01.000018
7108,2024-01-08,C000273,6,0.0,9,CM01.000372
7108,2024-01-08,C000273,6,6369.46,12,101110
7108,2024-01-08,C000273,6,0.0,1,MO.HFp.100
7108,2024-01-08,C000273,6,0.0,1,CM01.000018
7109,2024-01-08,C000225,26,0.0,1,CM01.000018
7109,2024-01-08,C000225,26,0.0,1,MO.HFp.100
7109,2024-01-08,C000225,26,0.0,2,CM01.000372
7109,2024-01-08,C000225,26,9687.27,1,101110
7110,2024-01-08,C000225,26,3802.83,12,060401
7111,2024-01-09,C000009,23,0.0,5,MO.HFp.100
7111,2024-01-09,C000009,23,0.0,9,CM01.000018
7111,2024-01-09,C000009,23,3213.65,1,101110
7111,2024-01-09,C000009,23,0.0,1,CM01.000372
7112,2024-01-09,C000009,23,0.0,3,CM01.000372
7112,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7112,2024-01-09,C000009,23,0.0,20,CM01.000018
7112,2024-01-09,C000009,23,3176.35,17,101110
7113,2024-01-09,C000009,23,1082.43,5,101110
7113,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7113,2024-01-09,C000009,23,0.0,6,CM01.000372
7113,2024-01-09,C000009,23,0.0,3,CM01.000018
7114,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7114,2024-01-09,C000009,23,0.0,9,CM01.000372
7114,2024-01-09,C000009,23,0.0,9,CM01.000018
7114,2024-01-09,C000009,23,11384.52,15,101110
7115,2024-01-09,C000009,23,0.0,1,CM01.000018
7115,2024-01-09,C000009,23,5505.85,1,101110
7115,2024-01-09,C000009,23,0.0,10,CM01.000372
7115,2024-01-09,C000009,23,0.0,14,MO.HFp.100
7117,2024-01-09,C000009,23,0.0,9,MO.HFp.100
7117,2024-01-09,C000009,23,0.0,1,CM01.000018
7117,2024-01-09,C000009,23,0.0,1,CM01.000372
7117,2024-01-09,C000009,23,2605.72,16,101110
7118,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7118,2024-01-09,C000009,23,0.0,1,CM01.000018
7118,2024-01-09,C000009,23,0.0,13,CM01.000372
7118,2024-01-09,C000009,23,2688.33,1,101110
7119,2024-01-09,C000009,23,0.0,15,CM01.000018
7119,2024-01-09,C000009,23,0.0,1,CM01.000372
7119,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7119,2024-01-09,C000009,23,6442.51,1,101110
7120,2024-01-09,C000009,23,0.0,1,CM01.000372
7120,2024-01-09,C000009,23,957.9,2,101110
7120,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7120,2024-01-09,C000009,23,0.0,1,CM01.000018
7121,2024-01-09,C000009,23,1140.02,1,101110
7121,2024-01-09,C000009,23,0.0,2,MO.HFp.100
7121,2024-01-09,C000009,23,0.0,1,CM01.000372
7121,2024-01-09,C000009,23,0.0,1,CM01.000018
7122,2024-01-09,C000009,23,485.44,2,101110
7122,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7122,2024-01-09,C000009,23,0.0,1,CM01.000372
7122,2024-01-09,C000009,23,0.0,1,CM01.000018
7123,2024-01-09,C000858,5,0.0,86,MO.HFps.100
7123,2024-01-09,C000858,5,0.0,71,CM01.000372
7123,2024-01-09,C000858,5,0.0,87,CM01.000018
7123,2024-01-09,C000858,5,5051.29,1,060401
7123,2024-01-09,C000858,5,175297.13,64,101112
7125,2024-01-09,C000355,72,0.0,57,MO.TcAg.100
7125,2024-01-09,C000355,72,50685.05,52,101101
7126,2024-01-09,C000068,7,14.12,6,EQ04.000055
7126,2024-01-09,C000068,7,164.86,1,CM05.000033
7126,2024-01-09,C000068,7,25880.21,19,101112
7126,2024-01-09,C000068,7,6974.09,1,060401
7126,2024-01-09,C000068,7,1128.13,3,EQ02.000653
7126,2024-01-09,C000068,7,2400.43,1,101100
7126,2024-01-09,C000068,7,0.0,16,CM01.000018
7126,2024-01-09,C000068,7,0.0,18,MO.HFps.100
7126,2024-01-09,C000068,7,0.0,1,MO.TcAs.100
7126,2024-01-09,C000068,7,0.0,24,CM01.000372
7127,2024-01-09,C000155,61,772.7,1,EQ02.000653
7127,2024-01-09,C000155,61,6030.27,30,CM05.000033
7128,2024-01-09,C000009,23,0.0,1,CM01.000018
7128,2024-01-09,C000009,23,5741.24,16,101110
7128,2024-01-09,C000009,23,0.0,13,CM01.000372
7128,2024-01-09,C000009,23,0.0,1,MO.HFp.100
7130,2024-01-10,C000025,74,12866.57,4,101110
7130,2024-01-10,C000025,74,0.0,5,CM01.000018
7130,2024-01-10,C000025,74,0.0,19,MO.HFp.100
7130,2024-01-10,C000025,74,0.0,2,CM01.000372
7131,2024-01-10,C000009,23,0.0,5,MO.HFp.100
7131,2024-01-10,C000009,23,0.0,1,CM01.000018
7131,2024-01-10,C000009,23,1487.85,4,101110
7131,2024-01-10,C000009,23,0.0,10,CM01.000372
7132,2024-01-10,C000009,23,0.0,1,CM01.000372
7132,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7132,2024-01-10,C000009,23,1692.03,1,101110
7132,2024-01-10,C000009,23,0.0,12,CM01.000018
7133,2024-01-10,C000009,23,0.0,14,CM01.000372
7133,2024-01-10,C000009,23,866.57,5,101110
7133,2024-01-10,C000009,23,0.0,1,CM01.000018
7133,2024-01-10,C000009,23,0.0,9,MO.HFp.100
7134,2024-01-10,C000009,23,0.0,22,MO.HFp.100
7134,2024-01-10,C000009,23,0.0,1,CM01.000018
7134,2024-01-10,C000009,23,0.0,9,CM01.000372
7134,2024-01-10,C000009,23,4909.02,9,101110
7135,2024-01-10,C000009,23,0.0,1,CM01.000018
7135,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7135,2024-01-10,C000009,23,0.0,1,CM01.000372
7135,2024-01-10,C000009,23,7984.95,14,101110
7136,2024-01-10,C000009,23,0.0,13,MO.HFp.100
7136,2024-01-10,C000009,23,0.0,16,CM01.000018
7136,2024-01-10,C000009,23,0.0,14,CM01.000372
7136,2024-01-10,C000009,23,8694.43,14,101110
7137,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7137,2024-01-10,C000009,23,496.98,7,101110
7137,2024-01-10,C000009,23,0.0,1,CM01.000372
7137,2024-01-10,C000009,23,0.0,2,CM01.000018
7138,2024-01-10,C000009,23,8757.14,1,101110
7138,2024-01-10,C000009,23,0.0,7,CM01.000372
7138,2024-01-10,C000009,23,0.0,3,CM01.000018
7138,2024-01-10,C000009,23,0.0,11,MO.HFp.100
7139,2024-01-10,C000009,23,0.0,11,CM01.000372
7139,2024-01-10,C000009,23,0.0,1,CM01.000018
7139,2024-01-10,C000009,23,3735.97,1,101110
7139,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7140,2024-01-10,C000009,23,1916.39,1,101110
7140,2024-01-10,C000009,23,0.0,8,MO.HFp.100
7140,2024-01-10,C000009,23,0.0,14,CM01.000372
7140,2024-01-10,C000009,23,0.0,1,CM01.000018
7141,2024-01-10,C000145,75,0.0,84,CM01.000372
7141,2024-01-10,C000145,75,29267.58,86,101110
7141,2024-01-10,C000145,75,0.0,90,MO.HFp.100
7141,2024-01-10,C000145,75,0.0,104,CM01.000018
7143,2024-01-10,C000009,23,1130.37,5,101110
7143,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7143,2024-01-10,C000009,23,0.0,8,CM01.000018
7143,2024-01-10,C000009,23,0.0,1,CM01.000372
7144,2024-01-10,C000009,23,1172.49,13,101110
7144,2024-01-10,C000009,23,0.0,12,MO.HFp.100
7144,2024-01-10,C000009,23,0.0,1,CM01.000372
7144,2024-01-10,C000009,23,0.0,5,CM01.000018
7145,2024-01-10,C000009,23,0.0,14,CM01.000372
7145,2024-01-10,C000009,23,2102.86,4,101110
7145,2024-01-10,C000009,23,0.0,1,CM01.000018
7145,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7146,2024-01-10,C000009,23,0.0,3,CM01.000372
7146,2024-01-10,C000009,23,0.0,2,MO.HFp.100
7146,2024-01-10,C000009,23,2863.43,1,101110
7146,2024-01-10,C000009,23,0.0,12,CM01.000018
7147,2024-01-10,C000009,23,0.0,12,CM01.000018
7147,2024-01-10,C000009,23,10840.8,20,101110
7147,2024-01-10,C000009,23,0.0,10,MO.HFp.100
7147,2024-01-10,C000009,23,0.0,8,CM01.000372
7148,2024-01-10,C000009,23,0.0,1,CM01.000018
7148,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7148,2024-01-10,C000009,23,1441.21,1,101110
7148,2024-01-10,C000009,23,0.0,1,CM01.000372
7149,2024-01-10,C000009,23,0.0,14,CM01.000018
7149,2024-01-10,C000009,23,0.0,11,CM01.000372
7149,2024-01-10,C000009,23,2767.68,1,101110
7149,2024-01-10,C000009,23,0.0,1,MO.HFp.100
7150,2024-01-10,C000870,72,0.0,11,CM01.000372
7150,2024-01-10,C000870,72,0.0,1,MO.HFp.100
7150,2024-01-10,C000870,72,0.0,12,CM01.000018
7150,2024-01-10,C000870,72,3629.83,14,101110
7151,2024-01-10,C000870,72,0.0,1,EQ02.000002
7151,2024-01-10,C000870,72,0.0,3,CM06.000140
7151,2024-01-10,C000870,72,0.0,4,CM02.000089
7151,2024-01-10,C000870,72,0.0,1,MO.HFpPO.100
7151,2024-01-10,C000870,72,590.65,1,101112-PO
7152,2024-01-10,C000204,73,13522.41,20,101100
7152,2024-01-10,C000204,73,0.0,1,MO.TcAs.100
7153,2024-01-10,C000102,61,1079.95,50,EQ04.000065
7154,2024-01-10,C000795,71,0.0,6,CM01.000018
7154,2024-01-10,C000795,71,0.0,1,CM01.000372
7154,2024-01-10,C000795,71,0.0,4,MO.HFp.100
7154,2024-01-10,C000795,71,1728.44,1,101110
7155,2024-01-10,C000976,59,0.0,23,MO.TcAs.100
7155,2024-01-10,C000976,59,3837.17,6,060401
7155,2024-01-10,C000976,59,13294.98,15,101100
7159,2024-01-10,C000975,59,0.0,1,MO.HFpPO.100
